work_id,author_first,author_et_al,institution_first,institution_et_al,title,source,pub_year,volume,issue,pages,doi,pmid,work_type,n_cits,n_self_cits
2944952041,Honoré de Balzac,Maurice Allem,,,La Cousine Bette - XC. Autre guitare,,1985,,,340-345,10.15122/isbn.978-2-8124-1432-9.p.0340,,article,0,0
2057315379,Atle Foss,Endre Grimsbø; Erik Vikingstad; Ragnar Nortvedt; Erik Slinde; Bjørn Roth,Akvaplan-niva,University of Bergen; Norwegian Institute of Marine Research; Norconsult (Norway); Nofima,Live chilling of Atlantic salmon: physiological response to handling and temperature decrease on welfare,Fish Physiology and Biochemistry,2011,38,2,565-571,10.1007/s10695-011-9536-6,21713448.0,article,35,3
2883832691,Alexsânder Nakaóka Elias,,Universidade Estadual de Campinas (UNICAMP),,Fotografia e Império: paisagens para um Brasil Moderno,GIS - Gesto Imagem e Som - Revista de Antropologia,2018,3,1,,10.11606/issn.2525-3123.gis.2018.142622,,article,0,0
4390183055,Josh Adkins,Terry Law,Pacific Northwest National Laboratory,Environmental Molecular Sciences Laboratory,Data for EMSL Project 51287 from December 2020,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),2020,,,,10.25582/data.2020-12.2099447/2161234,,dataset,0,0
1833079662,임병학,홍한국; 임광혁,,,DEA/Window 분석을 통한 지방 자치단체의 시대별 효율성 변화에 관한 연구,한국콘텐츠학회논문지,2009,9,7,276-284,,,article,0,0
2329351444,Cristina Arakaki,,,,Colégio Invisível da Cosmoética – Virtual Ethos,Revista Conscientia,2009,7,3,85-91,,,article,0,0
382261689,巧 作山,,,,農業保護の透明性と世論の認識 : EU共通農業政策による「最適な不明瞭さ仮説」の検証,,2013,,,305-312,,,article,0,0
2603183425,Tea Lempiälä,Jaana Näsänen; Outi Vanharanta; Tuomo Eloranta; Pekka Berg; Jussi Pihlajamaa,,,Lähestymistapoja ja menetelmiä teollisen palveluliiketoiminnan uudistamiseen,,2014,,,,,,article,0,0
195336514,Svetozar Pejovich,,Texas A&M University,,"Property Rights in Socialism, Exchange and Production",International studies in economics and econometrics,1998,,,139-149,10.1007/978-94-011-4848-1_10,,book-chapter,0,0
2563788294,Kazuaki Okabe,,,,Governance and Civil Society in Hong Kong,,2006,35,1,21-44,,,article,0,0
3083032475,Norah DeBellis,,,,Research Guides: BIOL 207: Start Here,,2020,,,,,,libguides,0,0
2400558281,Christian Niel,Jaqueline Mendes de Oliveira; Rudolf Stefan Ross; Selma A Gomes; Micha Löbermann; Sergei Viazov,Fundação Oswaldo Cruz,,High prevalence of TT virus infection in Brazilian blood donors,Journal of Medical Virology,1999,57,3,259,10.1002/(sici)1096-9071(199903)57:3<259::aid-jmv8>3.3.co;2-u,,article,7,1
2794206026,Sam P. Piazza,,,,Recent Developments: New Hampshire v. Piper: Opens Doors to Bar Admission,University of Baltimore Law Forum,1985,16,1,13,,,article,0,0
4240918000,M.N. Ford,J.W. Gayle; H. Walsdorf; H.C. Christensen,Kentucky Department of Education,University of New Orleans,The Department of the National Association of Boards of Pharmacy,The Journal of the American Pharmaceutical Association (1912),1926,15,5,389-396,10.1002/jps.3080150515,,article,0,0
413033518,誠 福田,淳司 杉山; 智行 森田,,,疎水性Three-Arm Helix(分子量5.228)の水への可溶化,,2005,62,,33-38,,,article,0,0
389707956,陈钢,李静珍,,,用MTT法代替^3H—TdR法对重组人粒细胞集落刺激因子制剂活性测定的研究,药物生物技术,1997,4,3,174-177,,,article,0,0
4298952427,Heschi H. Rotmensch,,,,Massive Reversible Prerenal Azotemia,Archives of Internal Medicine,1982,142,10,1975,10.1001/archinte.1982.00340230225049,,article,1,0
2559994686,K. Opitz,,,,Technical Dictionaries,ITL - International Journal of Applied Linguistics,1979,45-46,,89-95,10.1075/itl.45-46.13opi,,article,4,0
2517477608,Ludovic Martin,,Centre Hospitalier Universitaire d'Angers,,Les éruptions toxidermiques,Archives de Pédiatrie,2015,22,5,194-195,10.1016/s0929-693x(15)30097-x,26112588.0,article,0,0
2995726039,Wilhelm Oeltzen,,,,"Zusätze und Verbesserungen zu dem Kataloge der nördlichen Argelander'schen Zonenbeobachtungen von Wilhelm Oeltzen, Assistent der Wiener Sternwarte. (Fortsetzung von Annalen 3. Folge III. Band.)","Annalen der Universitaets-Sternwarte Wien, Dritter Folge",1857,6,,164-167,,,article,0,0
2282064609,Li,Daokui,,,Shifting the Chinese Economy Towards New Drivers of Growth,求是：英文版,2015,,3,99-103,,,article,0,0
4367850862,,,,,References,IWA Publishing eBooks,2023,,,133-157,10.2166/9781789061215_0133,,book-chapter,0,0
2223490319,Zahangir Hossain,,,,Heredity and Deviance: Connecting the Ideas,Multi Disciplinary Edu Global Quest,2014,3,4,83-94,,,article,0,0
2888407813,George R. Farfour,,,,"The Fog of War: Lt. Kenneth Taylor on December 7, 1941",Air Power History,2005,52,2,42,,,article,0,0
3023822393,Peter Altenburger,Joseph J. Czajkowski,,,How to Tax the Digital Economy,,2020,,,,,,article,1,0
2513818142,Rushun Tian,Zhi-Qiang Wang,Utah State University,Nankai University,Bifurcation Results of Positive Solutions for an Indefinite Nonlinear Elliptic System II,Advanced Nonlinear Studies,2013,13,1,245-262,10.1515/ans-2013-0115,,article,4,2
88545117,Mardy Kazarians,G. Apostolakis,,,Some probabilistic aspects of fires,Transactions of the American Nuclear Society,1977,27,,,,,article,0,0
2257534678,Marit Ursin,,Norwegian University of Science and Technology,,Geographies of Sleep Among Brazilian Street Youth,Springer eBooks,2015,,,1-27,10.1007/978-981-4585-90-3_9-1,,book-chapter,1,0
1782272015,T. N. Khan,,,,Effects of some environmental factors on the pupal development of Plocaederus obesus (Gahan) (Coleoptera: Cerambycidae).,,1987,6,1,39-48,,,article,0,0
3016137247,Aktoty Rzabay,Lazzat Yerkіnbayeva; Kuat Baimyrzayev; Aigerim Ozenbayeva; Alina Borodina; Maryia Zhomartkyzy,,,Implementation of International Norms in National Environmental Legislation,Environmental Policy and Law,2020,49,6,389-394,10.3233/epl-190192,,article,0,0
2424771705,Angela,,,,"Karte Kanada: The Wild West Rundreise - Exit Reisen, USA Spezialist seit über 20 Jahren",,2015,,,,,,article,0,0
2059689684,David Levoyer,X. Guillery; H. Lassignardie; C. Rivoallan; I. Toulleaux,Centre Hospitalier Guillaume Régnier,,"Tabac et schizophrénies : éducation thérapeutique, accompagnement psychiatrique et évaluation du sevrage tabagique",European Psychiatry,2013,28,S2,5-6,10.1016/j.eurpsy.2013.09.013,,article,0,0
2583656245,Lois W. Choi‐Kain,Ellen F. Finch; Sara R. Masland; James A. Jenkins; Brandon T. Unruh,Harvard University,McLean Hospital; Massachusetts General Hospital,What Works in the Treatment of Borderline Personality Disorder,Current Behavioral Neuroscience Reports,2017,4,1,21-30,10.1007/s40473-017-0103-z,28331780.0,review,140,15
2367575267,Yuanyuan Xie,,Chinese Research Academy of Environmental Sciences,,The Case Analysis for Environmental Effects of the Change of Industrial Structure,Ecological Economy,2013,,,,,,article,0,0
2406266358,Yongwoo Lee,,,,"The Effect of Tienchu Acupoint Block, Occipital Nerve Block, and Trigger Point Injection for Treatment of Tension Type Headache",The Korean journal of pain,1999,12,1,75-80,,,article,0,0
4393841229,Avelino Javer,Michael Currie; Jim Hokanson; Chee Wai Lee; Kezhi Li; Eviatar Yemini; ...; André EX Brown,,,"N2 Schafer Lab N2 (Bristol, Uk) | 2011-09-06T16:13:14+01:00",Zenodo (CERN European Organization for Nuclear Research),2017,,,,10.5281/zenodo.1015298,,dataset,0,0
2312802272,Edmond C. Henson,Joel G. Brunson,,,"Prevention of Experimental Allergic Encephalomyelitis by Combination of Epinephrine and a Phenothiazine Derivative, Propiomazine",Experimental Biology and Medicine,1969,131,3,752-755,10.3181/00379727-131-33969,4389359.0,article,9,0
4254611811,,,,,Ethical Considerations in Risk Communication,Springer eBooks,2009,,,147-161,10.1007/978-0-387-79727-4_11,,book-chapter,2,0
146680898,Steven O. Kimbrough,Thomas Y. Lee; Ulku Oktem,University of Pennsylvania,,On Deriving Indicators from Texts,Lecture notes in business information processing,2012,,,196-225,10.1007/978-3-642-27612-5_9,,book-chapter,2,1
3031941832,穆鑫,,,,经尿道输尿管镜碎石术并发症的预测因子,国际泌尿系统杂志,2012,32,01,65-71,10.3760/cma.j.issn.1673-4416.2012.01.021,,article,0,0
2913210087,John T. Hubbell,,,,Grant by Ron Chernow,Ohio history,2019,126,1,91-93,10.1353/ohh.2019.0006,,article,0,0
3025135967,Makoto Hayashi,,Hitachi (Japan),,Residual Stresses Induced by Surface Working and Their Improvement by Emery Paper Polishing,Quantum Beam Science,2020,4,2,21,10.3390/qubs4020021,,article,8,0
2416909438,Tsibul'skaia Mi,Mironov Va,,,[The effect of propionic and lipoic acids on flavinogenesis by Eremothecium ashbyii].,PubMed,1973,9,4,565-8,,4596323.0,article,0,0
51507639,Ташак Василий Иванович,,,,Нижнепалеолитические материалы горы Хэнгэрэктэ в контексте нижне-го палеолита Центральной и Восточной Азии,Вестник Бурятского государственного университета. Философия,2011,,8,,,,article,0,0
4236777224,Nanda Maheshwari,,,,Anticoagulants,Jaypee Brothers Medical Publishers (P) Ltd. eBooks,2017,,,173,10.5005/jp/books/12973_15,,book-chapter,0,0
369776376,則之 善光,,,,清酒醸造用水に関する研究 (第3報):特殊井水の無機塩無添加による検討,日本釀造協會雜誌,1963,58,10,982-986,,,article,0,0
593166972,Juan Carlos Cantero,Comisión Andina de Juristas; Foro Internacional La Defensoría del Pueblo Retos y Posibilidades; Perú,,,La Defensoría del Pueblo : retos y posibilidades,,1995,,,,,,book,0,0
3089250234,Aquilino. Polaino-Lorente,,,,Padres y profesores como agentes motivadores del niño.,,1998,,,,,,article,0,0
2886729665,Hwan-Beom Lee,Lee Soo-Chang; 임중한,,,"A Study on Improvement of Senior Welfare in Local Government - Based on User Satisfaction for Leisure Facilities, Programs, and Services -",Korean Public Administration Review,2005,39,3,137-158,,,article,2,0
1567410942,Kristen McDonald,,,,Damming China's Grand Canyon : pluralization without democratization in the Nu River Valley,UMI eBooks,2008,,,,,,book,23,3
3201711720,toni,,,,Oceánide 2-2010,Oceánide,2010,,2,,,,article,0,0
1975340417,Darwin V. Ellis,J.J. Ullo; H. Sherman,Schlumberger (United States),,Comparison of Calculated and Measured Responses of a Dual-Detector Epithermal Neutron Porosity Device,All Days,1981,,,,10.2118/10294-ms,,article,11,4
565928680,Manuel Bellido,,,,Rupturas bruscas en un mundo que cambia,"Agenda de la empresa andaluza: ideas, personas e instrumentos para dirigir la empresa",2015,,199,9,,,article,0,0
1918379599,William Van Buskirk,Michael London; Carolyn Plump,Muhlenberg College,,Poetry and Poetic Metaphor in Teaching Leadership and Ethics,Journal of Leadership Studies,2015,9,1,56-62,10.1002/jls.21358,,article,3,0
4249326973,Sascha Gerbe,Ulrich Krupp; Wilhelm Michels,RWTH Aachen University,,Influence of secondary dendrite arm spacing (SDAS) on the fatigue properties of different conventional automotive aluminum cast alloys,Frattura ed Integrità Strutturale,2019,13,48,105-115,10.3221/igf-esis.48.13,,article,10,1
2759013455,Aaesha Alzaabi,Lama El Chaar; Mohamad Daher; Mohamed Khalaf; Oualid Hammi; Lutfi Albasha,American University of Sharjah,,Enhanced identification technique for dynamic nonlinear power amplifiers modeling using twin-nonlinear two-box structures,,2017,,,,10.1109/rfit.2017.8048265,,article,0,0
591788235,Convegno S.I.S.Co,,,,"La riforma dell'amministrazione straordinaria e le altre procedure concorsuali : atti del Convegno S.I.S. CO. (Milano, 11 novembre 2000)",A. Giuffrè eBooks,2001,,,,,,book,0,0
396681069,Ernst Landsberg,,,,Der Geist der Gesetzgebung : in Deutschland und Preussen 1888-1913,Friedrich Cohen eBooks,1913,,,,,,book,0,0
2344026748,Li Ji,赖伟; 王瑞芳; 党晓圆,,,基于Cortex-M0的LPC11C14 CAN总线节点设计与实现,自动化与仪器仪表,2015,,5,103-105,,,article,0,0
3168165271,Pragati Patingrao Deshmukh,,,,"Mercator projection: Basics, construction, properties, uses and limitations.",,2020,,,,,,article,0,0
2441658636,Francesco Corbetti,Malatesta; A Camposampiero; Angela Mazzi; Leonardo Punzi; Federico Angelini,,,[Ioexol in arthrography].,PubMed,1985,71,4,220-2,,4048557.0,article,0,0
1981371653,R. Yarnell,Mary E. D’Alton,Tufts University,Tufts Medical Center,Epidural hematoma complicating cholestasis of pregnancy,Current Opinion in Obstetrics & Gynecology,1996,8,3,239-242,10.1097/00001703-199606000-00016,8818537.0,article,18,0
2390299869,FU Qihon,,,,Assessment of esthetic factors for implants of lost anterior teeth and evaluation of influencing factors,Stomatology,2013,,,,,,article,0,0
2129350811,Satyavan Rampal,Rasdeep Kour; R. S. Sethi; Opinder Singh; Naresh Kumar Sood,Guru Angad Dev Veterinary and Animal Sciences University,,Ofloxacin-associated retinopathy in rabbits: role of oxidative stress,Human & Experimental Toxicology,2008,27,5,409-415,10.1177/0960327108092295,18715887.0,article,33,7
2433328997,T. Bjørnsen,Øistein Hagen; Kim Mo̸rk,DNV (Norway),,Reliability Based Pipeline Design And Integrity Assessment: Pipeline Industry On the Verge,The Fifth International Offshore and Polar Engineering Conference,1995,,,,,,article,0,0
4231559602,R.D. Eastham,,,,Glukose,S. Karger AG eBooks,2015,,,74-85,10.1159/000396176,,book-chapter,0,0
2041661825,Nanis S. Marzuki,Helena W Anggaratri; Lita P Suciati; Debby D Ambarwati; Chrysantine Paramayuda; Hannie Kartapradja; ...; Alida Harahap,Eijkman Institute for Molecular Biology,,Diversity of sex chromosome abnormalities in a cohort of 95 Indonesian patients with monosomy X,Molecular Cytogenetics,2011,4,1,23,10.1186/1755-8166-4-23,21992692.0,article,8,0
2551721268,Thi Thuy Tran,Hoai An Le Thi; Tao Pham Dinh,Laboratoire de Statistique Théorique et Appliquée,Laboratoire de Mathématiques; Université de Rouen Normandie; Institut National des Sciences Appliquées Rouen Normandie,DC programming and DCA for enhancing physical layer security via cooperative jamming,Computers & Operations Research,2017,87,,235-244,10.1016/j.cor.2016.11.003,,article,6,3
4236777530,Jan van Schilfgaarde,,Iowa State University,,Effect of present installation practices on drain tile loading,,2018,,,,10.31274/rtd-180817-6684,,dissertation,0,0
1534384880,Teresa Matos,Francisco Jardel Rodrigues da Paixão,,,"Dificuldades, desafios e conquistas do homem educador de infância: Uma voz nos dois géneros",Medi@ções,2015,3,1,8-18,,,article,0,0
2946114560,Auli Fisty Noor Azizah,,,,UPAYA PENINGKATAN RECOVERY PADA PASIEN PENYAKIT KARDIOVASKULER BERDASARKAN PENDEKATAN HEALTH ACTION PROCESS APPROACH (HAPA)(Studi di Rumah Sakit Husada Utama Surabaya),,2018,,,,,,dissertation,0,0
4312378969,,,,,Trading With Germany Again,Current History,1919,10_Part-2,3,432-434,10.1525/curh.1919.10p2.3.432,,article,0,0
1250290640,N.S. Reynolds,,,,"Citizens, the State and employment: Public works as the core of a rural development strategy",,1984,,,,,,article,3,0
2913225573,Sandra Honorato da Silva,,,,Controle da qualidade assistencial em enfermagem: proposta de um modelo,Resumos,1998,,,,,,article,0,0
2589792766,Mette Vestergaard Odgaard,Katrine Grace Turner; Peder Klith Bøcher; Jens‐Christian Svenning; Tommy Dalgaard,Aarhus University,,"A multi-criteria, ecosystem-service value method used to assess catchment suitability for potential wetland reconstruction in Denmark",Ecological Indicators,2017,77,,151-165,10.1016/j.ecolind.2016.12.001,,article,40,3
4213076992,,,,,Pharmaforum,MMW - Fortschritte der Medizin,2007,149,9,44-45,10.1007/bf03372004,,article,0,0
2132575275,Thorsten Beck,Erik Feyen,"City, University of London",Tilburg University; King Center; World Bank,Benchmarking Financial Systems: Introducing the Financial Possibility Frontier,World Bank policy research working paper,2013,,,,10.1596/1813-9450-6615,,book,30,4
2914751420,Ferhan Gi̇rgi̇n Sağın,,Ege University,,IS-23 THE ART AND SCIENCE OF EFFECTIVE ORAL PRESENTATIONS,Turkish Journal of Biochemistry,2018,43,s4,17,10.1515/tjb-2018-43s429,,article,0,0
2166699586,Matthew A. Kwiatkowski,,,,"Mating system structure and population density in a polygynous lizard, Sauromalus obesus (= ater)",Behavioral Ecology,2002,13,2,201-208,10.1093/beheco/13.2.201,,article,59,5
2046867610,Wentao Bi,Minglei Tian; Kyung Ho Row,Inha University,,Ultrasonication-assisted extraction and preconcentration of medicinal products from herb by ionic liquids,Talanta,2011,85,1,701-706,10.1016/j.talanta.2011.04.054,21645761.0,article,48,5
3200509700,Mohammad Bod,Reza Sarraf Shirazi; Gh. Moradi; Amir Jafargholi,Amirkabir University of Technology,,A Regularized Source Current Reconstruction Method for Reactive Near Field to Far Field Transformation,The Applied Computational Electromagnetics Society Journal (ACES),2017,,,113-119,,,article,5,2
2983397283,Lorena Aleman,Marcela Georgina Gómez Zermeño,,,Analysis of the Relation between Teaching Practices and Academic Performance,The International Journal of Assessment and Evaluation,2019,26,2,13-25,10.18848/2327-7920/cgp/v26i02/13-25,,article,2,2
125319111,真実 相坂,泰代 谷口; 雅彦 齋藤; 弘之 鎌田; 勝彦 平盛,,,感染性心内膜炎の加療中にHHV6によると思われるHypersensitivity syndromeを来たした一例(日本循環器学会東北地方会第135回学術集会),Japanese Circulation Journal-english Edition,2003,67,,892,,,article,0,0
3170968194,Pascal Welke,Florian Seiffarth; Michael Kamp; Stefan Wrobel,,,HOPS: Probabilistic Subtree Mining for Small and Large Graphs,ACM Proceedings,2020,,,1275-1284,,,article,0,0
4385939841,Kuznetsov Andriy A.,,,,Principles of Managing the Corporate Culture of an Enterprise in the Unstable Economy Принципы управления корпоративной культурой предприятия в нестабильной экономике,DOAJ (DOAJ: Directory of Open Access Journals),2013,,,,,,article,0,0
2955846952,David Walker,,,,A 3D Imaging and Biological Marker Analysis of TMJ OA: A New Modeling Technique,,2013,,,,,,article,1,0
339966048,V. L. Chubykin,,Institute of Cytology and Genetics,,,Russian Journal of Genetics,2001,37,9,1032-1040,10.1023/a:1011909530640,,article,4,2
2070107829,Patricia M. Saling,Janice M. Sowinski; Bayard T. Storey,University of Pennsylvania,,An ultrastructural study of epididymal mouse spermatozoa binding to zonae pellucidae in vitro: Sequential relationship to the acrosome reaction,Journal of Experimental Zoology,1979,209,2,229-238,10.1002/jez.1402090205,512592.0,article,222,24
2090137358,Michael T. Kemp,Sumaiya Sarwar; Sha’Shonda L. Revels; Benjamin Eilender; Steven R. Houtschilt; Clifford Akateh; Rishindra M. Reddy,University of Michigan–Ann Arbor,,Physicians Perceive Socioeconomic Status and Access to Social Support Services Together Play a Greater Role Than Race in Suboptimal Esophageal Cancer Outcomes for African American Patients,Journal of Surgical Research,2014,186,2,495,10.1016/j.jss.2013.11.067,,article,0,0
4308166110,,,,,"DIN EN 9104-003:2022-12, Luft- und Raumfahrt_- Qualitätsmanagementsysteme_- Teil_003: Anforderungen an Schulung, Entwicklung, Kompetenz und Authentifizierung von Auditoren in den Bereichen Luftfahrt, Raumfahrt und Verteidigung; Deutsche und Englische Fassung FprEN_9104-003:2022",,2022,,,,10.31030/3390310,,standard,0,0
4249542937,Thomas H. Huxley,,,,1. ON THE METHOD OF ZADIG [1880],Gorgias Press eBooks,2010,,,1-23,10.31826/9781463214463-002,,book-chapter,0,0
2528712883,冯峰,勇强; 文礼,,,王孝忠：做人要“容” 做事要“融”——访江苏省优秀企业家、苏州东菱振动试验仪器有限公司董事长王孝忠,中国机电工业,2016,,5,98-101,,,article,0,0
2411506781,Pérez Dr,,,,Reimplantation of nearly amputated upper limb: a case report.,PubMed,1976,68,9,245-8,,1077063.0,article,0,0
49939860,Heidi Keso,,,,Suomalaisen lentokoneteollisuuden sankarit ja konkarit,,1999,,,,,,article,3,1
2232976762,W.E. Swift,,,,KRYPTON-85 SOURCE IMPROVES INDUSTRIAL THICKNESS GAGES,Nucleonics  (U.S.)     Ceased publication,1957,,,,,,article,1,0
1990274599,Stuart A. Pizer,,,,"""Neither Fish nor Flesh"": Commentary on Jon Mills (2005).",Psychoanalytic Psychology,2006,23,1,193-196,10.1037/0736-9735.23.1.193,,article,1,0
2972345355,Nila Nur Ursyiatur Aini,,,,Kajian Teknis Dan Sosial Pengelolaan Air Limbah Domestik Di Kecamatan Sedati Kabupaten Sidoarjo,,2019,,,,,,dissertation,0,0
2747635490,Wang Jinglin,Zhu Bei; Dongmei Yin; Liu Zunting; Chen Xiedong,,,急性STANFORD B型大動脈解離合併MARFAN症候群患者の介入治療の看護【JST・京大機械翻訳】,Jiefangjun Huli Zazhi,2016,33,12,55,,,article,0,0
2551790653,Sayyad Nojavan,Kazem Zare; Behnam Mohammadi‐Ivatloo,University of Tabriz,,Optimal stochastic energy management of retailer based on selling price determination under smart grid environment in the presence of demand response program,Applied Energy,2017,187,,449-464,10.1016/j.apenergy.2016.11.024,,article,139,33
4385488128,Bishwajeet Pandey,Keshav Kumar,,,HSTL-based UART for GCC,CRC Press eBooks,2023,,,97-111,10.1201/9781003302872-6,,book-chapter,0,0
2590104394,Mariana Tellechea,,Medigene (Germany),,"Purificación, clonación y expresión de inhibidores peptídicos de proteasas de potencial aplicación biomédica a partir de Solanum tuberosum spp.",,2019,,,,10.35537/10915/58703,,dissertation,0,0
2066871711,Herman Knapp,,,,CATARACT STATISTICS WITH COMMENTS.,JAMA,1898,XXX,2,76,10.1001/jama.1898.72440540024002i,,article,0,0
4280567628,Ma Soledad Gómez Navarro,,,,"Andrés Robres, Fernando; Benítez Sánchez-Blanco, Rafael y Ciscar Pallarés, Eugenio, El monasterio rebelde. Monarquía y poder monástico en el Reino de Valencia (1665-1670), Madrid, Marcial Pons Historia, 2020, 436 págs. ISBN: 9788417945190",Cuadernos de Historia Moderna,2022,47,1,317-320,10.5209/chmo.81040,,article,0,0
1563991016,Malcolm Davies,Marie McLaughlin; R. Sutcliffe,,,Immune responsiveness against the human placenta. II. Response with xenogeneic lymphocytes in culture.,PubMed,1982,47,3,469-76,,6215338.0,article,7,1
1999857170,Hiroyuki Haraguchi,Hideyuki Ishikawa; Noritoshi Shirataki; Atsushi Fukuda,Fukuyama University,,Antiperoxidative Activity of Neolignans from Magnolia obovata,Journal of Pharmacy and Pharmacology,1997,49,2,209-212,10.1111/j.2042-7158.1997.tb06781.x,9055197.0,article,60,1
168908931,Robert Jeffrey Watson,,University of Montana,,"A comparison study of Montana's intermediate and K-8 schools with regard to student performance on a criterion referenced test, incidence of at-risk behaviors, and perceptions of educators from both grade configurations",,2009,,,,,,article,3,0
1981683622,Alain Turq,,,,Le cadre géographique et géologique,Paléo,2000,2,1,10-17,10.3406/pal.2000.1257,,article,7,0
2327973150,Elisabeth Martín,John C. Field; Valerie Hall,,,Tissue Lactates and Blood Lactates as Affected by Muscular Exercise.,Experimental Biology and Medicine,1929,26,4,292-293,10.3181/00379727-26-4263,,article,1,0
2466280118,Roseney Bellato,Laura Filomena Santos de Araújo; Janderléia Valéria Dolina; Cleciene dos Anjos Musquim; Geovana Hagata de Lima Souza Thaines Corrêa,Universidade Federal de Mato Grosso,,The family experience of care in chronic situation,Revista da Escola de Enfermagem da USP,2016,50,spe,81-88,10.1590/s0080-623420160000300012,27384280.0,article,34,2
4250730946,,,,,Back Matter,Philosophy of Science,1946,13,3,,10.1086/phos.13.3.184898,,paratext,0,0
2571011753,van E.N.J. Ouwerker,,,,ANIPRO : klimaat- en energiesimulatiesoftware voor stallen,,1999,,,,,,article,9,0
1964990938,Tomomi Ota,Shun Hasegawa; Seiichi Inoue; Kikumasa Sato,,,Selective preparation and cyclization of 2-(2-hydroxyphenyl)-2-(isopropylthio)ethanols. New synthesis of 1-benzofurans,Journal of the Chemical Society. Perkin transactions I/Journal of the Chemical Society. Perkin transactions. I,1988,,11,3029,10.1039/p19880003029,,article,14,2
4293688694,S. Ilyin,,Financial University,,THE FINANCE OF MODERN ORGANIZATIONS,Transport Business of Russia,2022,,3,6-7,10.52375/20728689_2022_3_6,,article,1,0
2038776839,Yoichi Shibata,Hiroshi Mori,Toranomon Hospital,Tokyo Metropolitan Institute of Gerontology,"A new platelet-specific alloantigen system, Yuka/Yukb is located on platelet membrane glycoprotein IIIa.",Proceedings of the Japan Academy Series B,1987,63,1,36-38,10.2183/pjab.63.36,,article,19,3
2789646538,O. Hronec,,,,"1. Teoretická část: Sportovní přenosy se zaměřením na Tour de France 2. Praktická část: Audiovizuální dílo nebo tematický soubor audiovizuálních děl, délka minimálně 10 min., kamera",,2014,,,,,,dissertation,0,0
2177505426,Deshka S. Foster,Mohammad F. Shaikh; Elizabeth M. Gleeson; Blake D. Babcock; Daniel A. Ringold; Wilbur B. Bowne,Drexel University,,Palliative Surgery for Advanced Cancer: Identifying Evidence-Based Criteria for Patient Selection: Case Report and Review of Literature,Journal of Palliative Medicine,2016,19,1,22-29,10.1089/jpm.2015.0146,26565437.0,review,11,0
4299683777,Jörg Tiedemann,,Uppsala University,,Phrase and Tree Alignment,Synthesis lectures on human language technologies,2011,,,105-122,10.1007/978-3-031-02142-8_6,,book-chapter,0,0
2351381970,Limin Lü,,,,A Case Study of the River Regulation in the Suburbs of the Pearl River Delta,China Rural Water and Hydropower,2007,,,,,,article,0,0
1971310243,K. Bonhoeffer,,,,Granatfernwirkung und Kriegshysterie.,European Neurology,1917,42,1,51-58,10.1159/000190827,,article,8,0
2666567563,Ágnes Gulyás,,,,Regional media in crisis? Structural and environmental challenges in the media in Kent,,2010,,,,,,article,0,0
2187127076,Andrew Agbontalor Erakhrumen,O. Y. Ogunsanwo; O. I. Ajewole,,,"ASSESSMENT OF SOME OTHER TRADITIONAL USES OF ACCEPTED AGROFORESTRY FUELWOOD SPECIES IN AKINYELE AND IDO LOCAL GOVERNMENT AREAS, OYO STATE, NIGERIA",,2010,,,,,,article,16,2
1944341021,María Teresa Hernández Peñalver,Maricel García Melián; Regla Cañas Pérez; Olivia Sardiñas Peña,"Instituto Nacional de Higiene, Epidemiología y Microbiología",,"Fracciones biodisponibles de arsénico, plomo, cadmio y mercurio en sedimentos de corrientes superficiales seleccionadas",DOAJ (DOAJ: Directory of Open Access Journals),1999,,,,,,article,3,0
4298018215,T. G. Roehner,,,,"Discussion: “Catalytic Effect of Several Metals on the Oxidation of Lubricating Oils” (Sawyer, D. W., 1952, Trans. ASME, 74, pp. 113–119)",Transactions of the American Society of Mechanical Engineers,1952,74,1,120,10.1115/1.4015706,,article,0,0
2928036887,Claudia I. Piñón-Balderrama,César Leyva‐Porras; Roberto Olayo‐Valles; Javier Revilla; Ulrich S. Schubert; Carlos Guerrero‐Sánchez; José Bonilla‐Cruz,Centro de Investigación en Materiales Avanzados,Universidad Autónoma Metropolitana; Universidad de Cuautitlán Izcalli; Friedrich Schiller University Jena,Self-Assembly Investigations of Sulfonated Poly(methyl methacrylate-block-styrene) Diblock Copolymer Thin Films,Advances in Polymer Technology,2019,2019,,1-11,10.1155/2019/4375838,,article,4,2
2346959049,Ondřej Pavlata,,,,Ruby Object Model - The S1 structure,,2012,,,,,,article,2,1
2097673402,Greg A. Ludvigson,R.M. Joeckel; Luis A. González; Erik L. Gulbranson; E. Troy Rasbury; G.J. Hunt; ...; Scott K. Madsen,United States Geological Survey,"University of Kansas; University of Nebraska–Lincoln; University of California, Davis; Stony Brook University; New Mexico State University; Utah Geological Survey","Correlation of Aptian-Albian Carbon Isotope Excursions in Continental Strata of the Cretaceous Foreland Basin, Eastern Utah, U.S.A.",Journal of Sedimentary Research,2010,80,11,955-974,10.2110/jsr.2010.086,,article,68,21
2963504991,Jianming Wan,,Northwest University,,An extension of Bonnet–Myers theorem,Mathematische Zeitschrift,2018,291,1-2,195-197,10.1007/s00209-018-2078-1,,article,10,0
4383849745,,,,,References,Bristol University Press eBooks,2021,,,145-170,10.56687/9781447347019-010,,book-chapter,0,0
