source_id,alternative_title_seq,alternative_title
4210214150,1,Social quality
4210217330,2,RDAPO
4210210450,6,Žurnal vyčislitelʹnoj i prikladnoj matematiki
4210201395,2,ACS agricultural science and technology
4210187871,2,JIRR
4210176561,2,Energy policies beyond International Energy Agency countries (Print)
4210224290,1,EJPS
4210239733,2,CMR
2764438947,1,Can. Art Ther. Assoc. j.
4210170630,3,New World-New Worlds
113440077,3,Interdisciplinary reviews.
4210205413,3,"Oilseeds & fats, crops and lipids"
4210225305,1,Du/faṣlnāmah-i ravānshināsī-i khānivādah
4210199408,1,Indonesian Journal of Gender Studies
172631016,1,Journal of intelligent transportation systems
4210176680,3,Newsweek global
2756282451,1,Journal of the Kumamoto Medical Society
193215455,6,Offizielles Organ der Deutschen Gesellschaft für Sportmedizin und Prävention (Deutscher Sportärztebund) e.V. (DGSP) und Weiterbildungsorgan der Österreichischen Gesellschaft für Sportmedizin und Prävention
4210206860,1,Endo trends
4210238900,4,Vìsnik Sumsʹkogo deržavnogo unìversitetu. Serìâ Medicina
4210218207,1,Memory & vision
4210202680,1,JoIE
4210192870,1,[Problems of engineering seismology]
4210188621,1,Arthropod systematics and phylogeny
111636273,1,Chung-kuo yen chiu shu pʻing
4210216036,1,Pravo Ukrainy
4210224773,1,Forensic science abstracts
4210201577,2,Ayeneh ma̒refat
4210239033,1,Indian journal of women and social change
4210186155,1,JSS (Print)
4210211753,4,Moreana
14626285,1,RSNZ/Publishing/NZ jnl geology & geophysics
4210219110,4,Geldanlage in schwierigem Fahrwasser meistern
4210238894,1,Adhesion
136993123,2,Data and knowledge engineering
4210190957,2,"Journal of the Chemical Society of Japan, Industrial Chemistry Section"
4210231652,1,Journal of SPORT
135168741,1,Acta Seismologica Sinica.
4210221830,2,Kajian Budaya Musik dan Pendidikan Musik
4210189658,1,Scientific and technical bulletin of state scientific research control institute of veterinary medical products and fodder additives and institute of animal biology
4210195446,1,JLSB
4210193075,2,Socio-economic problems and the state
4210192391,1,Jurnal Pendidikan dan Pranata Islam STIT Syaichona Cholil Bangkalan
4210169284,2,ACM SIGITE newsletter
4210168005,1,journal of the Society of Dix-Neuviémistes
4210168994,1,Nietzscheforschung (Berlin. Print)
11629336,2,Biomacromolecules
4210177106,1,Sosyal ve Beşeri Bilimler Dergisi
4210235639,1,Russian universities reports. Mathematics
93764904,2,VZJ
4210219504,2,Menedžment
137104927,2,EDPOLYAR
2764694110,1,Journal of Cancer Control and Treatment
4210191609,1,Nihon Bentosu Kenkyūkaishi
2765010840,1,CLA handbook and membership directory
202381698,2,Public Library of Science one
4210224522,1,Springer protocols handbooks
113475689,1,Vet Clin Pathol
2764592323,1,JOCEM
4210199220,1,Naukovo-virobničij žurnal «Deržava ta regìoni. Serìâ: Gumanìtarnì nauki»
2738804929,1,EREA
4210233302,2,Journal of the Korean Environmental Sciences Society
4210203718,1,BSJ
67052599,1,River systems (Print)
4210223454,1,IREHM
4210208046,2,Statistiques de l'énergie des pays non-menbres
2764934994,7,Investigación europea
4210192802,2,Innovacii v èkonomike
4210201512,2,EUJAL (Print)
4210188623,1,PZ
4210174874,2,JRST
2764649446,2,Leonard Davis Institute issue brief
2764531464,1,HER
4210227918,1,Publicación periódica del Colegio de Jurisprudencia
2738613174,4,Archives of Mechanical Technology and Automation
4210227220,1,Geotectonics (Moscow)
4210211695,1,Case and research reports
4210214895,1,International Association for the Study of Popular Music@journal
2485615176,6,IJSTM
4210168450,2,IJNucL
4210223723,1,EasyChair preprints
4210206528,1,SSACCJR
2475542964,2,QTQM (Online)
4210194082,3,Papier (DRLAV)
4210235855,1,Jurnal Pendidikan Islam Anak Usia Dini
4210234417,2,Mağallaẗ Lūğistiyāt Al-Aʿmāl Al-Dawliyyaẗ
4210235786,1,Biznesa augstskola Turība. Zinātniskie raksti
4210225372,1,MLAIJ
4210172271,1,Finnish Review of Political Economy
37045390,1,LAAR
4210225390,1,Journal of Islamic Astronomy
2764518860,2,Annales d'économie et de statistique
4210237240,1,Jurnal Teologi dan Pendidikan Agama Kristen
156752806,1,Kappan
4210190428,1,Journal of Tropical Biology
4210182560,1,Indonesian Journal for the Science of Management
4210170041,2,Advances in physical sciences
4210216402,1,Journal of environmental engineering : Transactions of AIJ
193595567,1,"Galaxea, journal of coral reef studies"
4210207293,2,CRC Press laser and optical science and technology series
4210219861,1,Journal of research and reports in biology
117203113,2,The German journal of sports science
58655438,1,ISIA
4210202817,1,IJVAR
110783047,1,Living rev. relativity
4210184020,1,Jurnal Ilmu Komunikasi dan Dakwah
4210183560,2,Rhizomata. Special issue
158705510,1,Journal of economic studies (Bingley. 2007)
4210216951,1,JWA
4210172809,1,Holiness (Warsaw)
4210200913,1,"Altaistics, turcology, mongolistics"
4210169744,1,Epigenetic diagnosis and therapy
4210222995,4,Psycholinguistics
4210199757,1,REME
4210217624,2,PR (Les Ulis)
2764996972,2,Shinshin'i
4210174480,1,AJN
4210170542,1,RESED
4210175554,1,Jurnal ekonomi dan hukum Islam
4210169368,1,Pathways to peace and security
2764408626,3,IJ-AI
2764544290,1,J-FLTAL
94520284,1,Journal of psychosomatic obstetrics and gynecology
2764950752,1,Revue de musique des universités canadiennes
4210237325,1,Al-Qadisiya journal of veterinary medicine science
4210200956,1,Newsletter of the IRE Professional Group on Audio
180088163,3,Institute of Electrical and Electronics Engineers/Optical Society of America journal of optical communications and networking
2764815195,1,J Cancer Res
4210193016,2,Solid-State Circuits Society
4210227283,1,Spisanie VUZF Review
4210225152,1,Journal of the Japanese Ceramic Association
192274990,4,ILR review
4210220613,4,Three C on line
157638965,3,JZ (Tübingen)
4210219344,1,SJES (Online)
4210198632,2,APRS
135745533,1,Health affairs journal
4210219150,1,Architectural design
20981179,8,TM (Internet)
4210191408,3,Organisations & territoires
4210230863,4,Österreichische Zeitschrift für Soziologie
4210196978,3,NSCA journal
159428877,1,JMP
4210188162,1,A & A library (Internet)
4210175155,1,Jurnal Pendidikan Guru Sekolah Dasar
2764918822,1,Chinese Journal of Practical Pediatrics
4210177722,1,"Rekayasa Keuangan, Syaiah, dan Audit"
4210193674,4,Anesthesia & clinical care
2764510708,1,KHK dayori
2736837245,1,Environmental Medicine
4210226808,1,Ecclesia. Studien zur Geschichte von Wielkopolska
4210196134,1,Revista Conexão Universidade Estadual de Ponta Grossa
4210209767,1,"Gerais, Revista Interinstitucional de Psicologia"
4210201092,1,Journal of pediatric surgery
4210185294,3,Science et motricité (En ligne)
4210204992,2,al-dirasat al-islamiyya
4210220166,1,JARCM
2737080293,2,Jurnal ilmiah ilmu dan teknologi pangan
4210175838,2,Science newsletter
4210189190,1,Environmental toxicology & water quality
4210222460,1,THJ
7352588,1,NEJ
2764514162,1,EJE
4210227260,2,Beiträge zur vergleichenden Kommunikationsforschung
4210191443,1,PBDM
4210202962,1,MOJPS
4210213363,3,Filosofiâ i žiznʹ meždunarodnyj žurnal
4210226766,1,Newsletter of the Geological Society of Malaysia
4210240968,1,IJAESA
4210175013,1,Jurnal ilmiah nasional dalam bidang ilmu teknik mesin
4210188928,2,IEEE ... International Symposium on Applications of Ferroelectrics
4210210545,1,Heidelberger Taschenbücher. Basistext Medizin
4210194494,1,RET
4210177546,1,Revista Hechos Microbiológicos
4210180725,1,Research Reviews of Czestochowa University of Technology.
4210207265,1,Jurnal pendidikan Islam
4210193880,2,Journal of manufacturing engineering & technology
4210231413,2,Cahiers de l'~Equipe de Recherches en Théorie Appliquée
4210179902,3,H & IP
2764640232,1,ASSRJ
4210194038,1,JIEBR
4210169792,2,مجلة الجمعية المصرية لأمراض وزرع الكلى
169174478,2,LNCS journal on data semantics (Internet)
4210235196,3,Zemletrâseniâ Severnoj Evrazii
4210214104,1,IJSSN
4210214260,1,Journal of reports in theoretical chemistry
4210180083,1,Jurnal Jurusan PGMI
4210188489,1,IJEBD
4210194082,1,Papier (Documentation et recherche en linguistique allemande contemporaine - Vincennes)
4210171890,1,Cadernos Centro de Estudos Rurais e Urbanos
4210189342,1,SCD
2505153014,1,PGH
119211588,1,AJPS
4210198703,1,Japanese journal of small animal dermatology
4210202285,3,S.A.E. technical papers
4210223550,1,Sustainable development of mountain territories
4210176342,2,Nihon Yukagakukaishi
2764526878,3,"Psychological themes,"
4210169958,1,Revista Mineira de Enfermagem
2754756021,1,Advances in Hygiene and Experimental Medicine
4210207884,1,Jurnal ilmiah pendidikan matematika
2764846390,1,Journal of Shanghai Fisheries University
4210229171,2,Bulletin of the Ivanovo Medical Academy
4210239462,1,Science and technology law review
4210181854,3,Military Institute of Science and Technology journal of science and technology
4210240065,1,Encyclopédie médico-chirurgicale - Stomatologie
4210184421,1,Бюллетень социально-экономических и гуманитарных исследований
4210222573,3,Excerpta medica abstract journal
51277951,1,Public personnel administration
4210187536,3,Mondes et nations-Autrement
4210224716,1,JRB :
172406362,1,JPED
4210180020,2,Herald Scholarly Open Access journal of clinical studies and case reports
2764706881,1,Inženýrská mechanika
4210210095,4,JHSS (Online)
2764823912,2,Phys. Rev. Accel. Beams
4210197103,2,Literature and culture
4210193075,1,SEPìD
4210198512,1,Journal of science of veterinary medicine
2764646171,2,clinical daily treatment for the small animal practitioner
4210206078,1,RSC SPR nanoscience
4210233297,1,SPIEL
4210214764,1,JASEP
133768118,2,Yamaguchi Rinsho Igaku
32204141,1,Physik in unserer Zeit (Print)
139313354,1,CJR
2739130039,1,RITUR
4210185587,2,Nordic journal of Art & Research
4210176812,3,Case connector
2764383348,3,Journal of Interdisciplinary Medicine & Dental Sciences
2764853111,1,JEF
4210194754,1,Operations research and mathematical statistics. Series statistics
2764405874,1,Journal de statistique et revue économique suisse
4210180147,1,VÂR
4210205024,1,The art and science of television
4210209170,1,Berkala Ilmiah Ilmu-ilmu Pertanian
4210218026,1,CRIS
4210172489,2,Daehan imsang tongjeung haghoeji
2764887550,2,McGraw-Hill Companies Business & commercial aviation
4210191845,1,Japanese journal of medical technology
186584794,1,Institute of Electrical and Electronics Engineers network
105492962,1,PHYS
4210190664,2,Glasnik Etnografskog instituta Srpske akademije nauka
4210218981,1,"Jurnal Ilmu Hukum, Perundang-undangan dan Pranata Sosial"
4210211365,1,SIJIS
2764459889,2,Japanese Journal of Plastic and Reconstructive surgery
4210191887,2,J-MAS
2764398266,1,REALaw
111893742,1,JLSP
4210223094,1,SEPR
4210201535,1,Journal of Special Education
4210195773,2,Jurnal Ilmiah Kebahasaan dan Kesastraan.
4210216736,2,Journal of self governance and management economics
2764461159,3,PLAT
4210189701,2,Conference proceedings
2764376842,2,Japanese Journal of Pharmacognosy
4210210786,2,Intelligence management
4210224491,2,Journal of the Korean Society for Multicultural Health
4210228529,3,ISPSD
2764906630,1,STB
131145815,2,ACM computers in entertainment
4210179528,2,Jurnal bahasa dan sastra Arab
13231426,1,CANM
4210180869,1,Indonesian Journal of Land Resources
4210228349,1,Rozprawy Humanistyczne
4210225126,1,Jurnal Sains dan Teknologi
4210175080,1,"La Junta, revista de graduação em espanhol"
2764507252,1,Journal of the mechanical behavior of materials
4210178562,1,Jurnal riset pendidikan matematika
2764567196,2,JARC
4210236165,1,JRMER
4210181707,3,Majallah barāʾe adyān o afkār.
4210209751,1,Prace Literackie
2755682342,1,Foodmanagement
4210226062,2,Poznań Theological Studies
2755015249,1,Journal of Japan Surgical Society
4210224004,1,Interne Revision (Berlin)
4210171384,1,Lithosphere (Russia)
4210236385,1,Organisation for Economic Co-operation and Development papers on well-being and inequalities
2764491866,1,Korean journal of HBP surgery
40505786,2,Journal of nuclear cardiology (Print)
117141055,1,AMJ
4210168245,2,Annales Academiae Paedagogicae Cracoviensis.
95650557,2,JP
52396224,2,Forum (Berlin. de Gruyter. Internet)
4210226208,1,Clinical research
2765035179,1,American health and drug benefits
4210224736,1,AN
4210170666,1,An Icelandic journal of society and culture
4210235424,2,Vostok Evropy
2764765555,1,İnsan bilimleri online
2737223030,3,Beyin damar hastalıkları dergisi
4210186561,1,Ekonomi Syari'ah dan Hukum Ekonomi Syari'ah
4210231347,2,Avicenna journal of clinical medicine
4210184237,1,Vestnik SKFU
2764441637,1,Applied language studies.
4210202109,1,JOIS
4210196779,1,Inžiniring georesursov
4210230922,1,Forensic software engineering
98216682,2,ASME journal of nanotechnology in engineering and medicine
4210175191,7,Serie 1
4210188476,2,Ilmu Ilmu Sosial
16648056,1,Time and society
2477730969,3,Membrane and water treatment
4210200637,1,Jurnal Bimbingan dan Konseling Pendidikan Islam
4210219979,1,PRIJ
4220651511,1,PJPT
2764486858,1,Journal of aquaculture and marine biology
114550841,4,Ethnicity & disease journal
4210180752,1,Іnformatіonal bulletіn of Oleksander Dovzhenko Hlukhіv Natіonal Pedagogіcal Unіversіty. Serіes: Pedagogіcal scіences
4210193822,1,Organisation for Economic Co-operation and Development employment policy papers
4210239257,1,Journal of Indian Philosophy
2764935518,1,The South African journal of diabetes and vascular disease
139698287,1,Action methods
4210234711,1,JVS
4210196364,1,Gynecology and womens health
4210217159,1,ARJECE
4210233291,1,Molesto: journal of literary studies
4210218628,1,Newsletter of biomedical safety and standards
4210173425,2,Journal of the Linnean Society of London.
2764365032,1,AJAC
2738421623,1,Revista eureka
4210219810,2,Space electronics and telemetry
4210228205,1,Journal of Indonesian Tafsir Studies
2764658842,1,Journal of the British Veterinary Nursing Association
4210219490,2,Revue de théorie et culture existentialistes et phénoménologiques
4210185241,1,Jurnal Dakwah dan Ilmu Komunikasi
4210200710,1,JDCS
4210179583,1,Turk J Agr Eng Res (TURKAGER)
4210234737,2,Journal of Islamic Social Sciences and Humanities
4210181549,2,Faṣlnāmah-i muṭāli̒āt-i tārīkhī-i jang
4210194764,2,Revue internationale d’interprétation et de traduction
14710261,2,A.D.
4210204648,1,JIBM
4210198390,3,Russkij arkhiv
4210191159,2,Korean Society of Leisure Recreation & Park
4210233142,2,Organic and medicinal chemistry
4210232971,1,Annales de l'Institut Pasteur. Virology
2764937046,3,"Monthly journal of Ministry of Education, Science and Culture"
105638504,1,Zeitschrift für psychosomatische Medizin und Psychotherapie (Print)
154127250,3,Crop production
129416953,1,Literature and theology
4220650926,3,VROJ;  vaccin res open J
4210195325,1,Queer cats journal of LGBTQ Studies
4210208774,4,"Journal of Mathematics, Mechanics and Computer Science"
4210202420,1,IOJCAZ
4210205902,1,Maġallaẗ Al-Kīmyā' Al-Zirāʿiyyaẗ wa Al-Tiknūlūġya Al-Ḥayāwīyyaẗ
4210232632,1,IJFNS
4210232995,3,BBA reviews on biomembranes
4210193859,1,IEA statistics. Renewables information
4210171173,1,Scientific bulletin of the Uzhgorod University. Series Biology
4210198442,1,Jurnal hukum
4210238921,1,Advancing Science Press transactions on Internet of things
4210173930,1,Sammlung wissenschaftlicher Kommentare (Print)
4210182143,1,Studies in employment and work relations in context
4210194135,3,Platone
4210200170,1,Mağallaẗ ʿilmiyyaẗ muḥakkamaẗ
92858060,1,Sociotechnica
4210195348,1,Kompass.
4210171226,1,MuP (München)
4210170736,8,Compte-rendu de la Société linnéenne de Lyon
4210231323,1,Časopis Suvremene teme
4210194345,1,Journal of brain and neurological disorders
4210190787,2,Jurnal Ilmiah Hubungan International
83040158,1,Journal of Infrared and Millimeter Waves
162923185,5,Journal of agent technologies and systems
171705774,1,AEM
4210218004,1,PALAR
4210220288,1,JCPM
4210174676,2,"Mitteilungen (Gesellschaft für Informatik e.V., Parallel-Algorithmen und -Rechnerstrukturen)"
2764843695,1,IJER
4210225112,2,JPN
4210194849,1,ADVA
2764426412,1,PPSA
4210181627,1,New directions in organic & biological chemistry
4210174696,1,CHIA
4210189761,2,WT. Werkstattstechnik (1997. Internet)
4210199966,1,Official journal of the International Urolithiasis Society
4210198946,1,Revista del GETEA
2764541893,1,JPT
2738600722,1,Jurnal kajian psikologi pendidikan dan bimbingan konseling
2764494154,1,China Environmental Science
4210230834,2,OURJ
2764544972,1,MC
4210181331,2,Arab journal
4210174418,1,"História, questões e debates"
4210223325,1,Songklanagarind Medical Journal
76627071,2,Tōhoku sūgaku paburikēshonzu
4210180425,2,JOE
4210198035,2,Genome instability and disease
4210175116,1,Kluwer Academic encyclopedia of earth sciences series
4210200731,1,Jurnal Kerabat Antropologi
116977442,5,"Circuits and systems I: Regular papers, IEEE transactions on"
4210226491,1,RVQ
4210188964,1,Revista comunicación
4210215895,1,Cognitive communications
4210208336,2,International journal of electrified vehicles
19867090,1,Libraries and the cultural record
2496160347,1,Health and medical news of Cuba
2764738790,1,JTH
4210197471,1,Communication and electronics
67807940,1,ZAMM (Weinheim)
4210187254,1,Röntgen Society section
4210214365,4,Торайғыров университетінің хабаршысы. Экономикалық сериясы
4210176152,1,Consumer policy and education review
2754864470,1,Modern Medicine
100695177,1,AJ
2764946486,1,Journal of history of Ryukoku University
4210223655,1,JTRSS
4210205564,2,HBALN (Online)
4210184293,1,GiA
78926909,1,VLDB journal (Print)
4210209881,2,Herald Scholarly Open Access journal of translational science and research
4210217013,1,Les cahiers de l'ADEFFI
119844295,2,Numerical analysis and modeling
4210236234,1,PUBHECH
2502110258,1,SII
4210168909,1,مجلة كلية الدراسات الإسلامية والعربية بنات الأزهر-فرع كفر الشيخ
4210215208,1,Linguistic minorities and society
4210184533,1,Jurnal Teknik Elektro
4210234294,1,Journal of agronomy and agricultural science
4210238960,1,Jurnal Kajian Ekonomi dan Perbankan Syariah
2898461278,2,European journal of trauma and dissociation
2765062696,1,Chinese Journal of Pathophysiology
4210211022,1,Urology reports (St.-Petersburg)
2898482364,1,JORMAS
4210184227,1,WJSTSD
4210185243,1,Communication and education review
2765073093,1,Mediterranean journal of communication
4210194506,1,Collection «Pensée plurielle»
4210191366,5,Nihon kikai gakkai baioenjiniaringu koenkai
16507453,1,Journal of the medieval academy
161250339,1,Journal of the New England Botanical Club
4210174450,2,Kontext (Göttingen. Print)
4210181008,1,Stochastic systems
175163693,2,"Pesticides, food contaminants & agricultural wastes"
2764553697,1,JMLD
4210196902,3,Pharmawissen aktuell
4210184576,1,Japan journal of sport anthropology
4210182055,2,Specialist periodical report.
4210182006,3,Kashika joho zenkoku koenkai koen ronbunshu
4210190994,1,Problems of mechanical engineering
4210196108,1,JAFF
4210184259,1,Journal canadien de thérapie respiratoire
74263619,2,SAJHIVMed
4210183616,5,Bioloxia
4210183752,1,Zeitschrift für Zellforschung und mikroskopische Anatomie (1925)
12744300,2,Yale papers on architecture
4220651275,1,Proceedings of the National Academy of Sciences nexus
4210222455,1,JPKPM
2764563289,1,Observer
4210230714,1,"Naukovij časopis NPU ìmenì M.P. Dragomanova. Serìâ 18, Ekonomìka ì pravo"
2764792803,1,Italian journal of forest and mountain environments
2736323392,1,BRICS LJ
4210209464,1,Revista Eletrônica Saúde Mental Álcool e Drogas
88847514,2,Reproduction nutrition développement (En ligne)
2739236730,2,IJFBS
2764588067,1,JOTR
4210237226,1,NCID currents
4210190357,1,Russian heart journal
4210177061,1,Internauka
4210196692,3,Journal of the Ceramic Society of Japan
66039016,3,Special Interest Group on Data Communications review
4210205791,2,IJCSSR
2764792882,2,Chicago-Kent journal of international and comparative law
4210226279,2,Othody i resursy. Internet-žurnal
4210228806,1,Bìonìka ìntelektu
4210169197,1,Vestnik SPbGU. Meždunarodnye otnošeniâ
2736744186,1,jurnal fiisika
2736367717,1,Jurnal Pendidikan
4210172729,1,JHLSCM
4210189641,2,Journal of Qena Faculty of Arts
4210188170,1,Jurnal Ilmiah Ilmu Komunikasi
4210196551,2,Jurnal Ilmu Pemerintahan Universitas Sultan Ageng Tirtayasa
4210184760,1,JCP
4210226416,1,Springer briefs in molecular medicine (Print)
72845316,2,Zeitschrift für Geburtshilfe & Neonatologie (Internet)
2765041812,2,JARHE
136120998,2,Computational molecular science
4210211793,1,JETS
2764557713,1,JIFS
2764709161,1,Journal of Philosophical Ideas
4210223861,1,IJIRR
4210200123,1,JTST
4210193895,1,FECIM-ECUADOR
2764490440,1,Plant pathology bulletin
4210184696,1,Experimental biology online (Internet)
4210168370,1,"Advances in information security, privacy, and ethics (AISPE) book series"
4210205409,1,Horizons in world physics series
4210202356,2,Yearbook of perinatal/neonatal medicine
969025446,2,Sociological Review
4210236340,2,CivStudies
4210231656,1,HEM
2764357347,8,Chemie-Anlagen + Verfahren / International
4210179924,1,WJM
4210216800,1,"Zbìrnik naukovih pracʹ. Serìâ ""Ekonomìka ì upravlìnnâ"""
4210181608,1,WPCL
4210217028,1,Cancer res commun
4210224450,1,KiW
87343901,1,Cryobiology
4210188921,1,IJPLR
2898321583,1,TRCI
51538572,2,Drug news and perspectives (Internet)
76796937,1,EH
4210200450,2,Organisation for Economic Co-operation and Development reviews of evaluation and assessment in education (Online)
4210238702,1,"Investigación fiscal para construir sociedades más justas, equitativas y democráticas"
4210170429,2,HOPM
137426068,1,CTR
66624660,1,PAR
4210199922,1,Revista cooperativismo y desarrollo
4210204531,2,ZUJJHSS
4210240904,1,Journal of glaucoma cataract
4210233235,1,Journal of the Korean society of manufacturing technology engineers
4210196902,2,Medizinreport aktuell
4210170581,1,Medical research
4210226856,1,Political science undergraduate journal
4210203821,3,Journal of media and communication (Karachi)
2755912513,1,International journal for the study of higher nervous functions
4210193785,1,JURP
4210182991,1,Jurnal Ilmu Ekonomi dan Studi Pembangunan
2898360978,2,Ginecología-obstetricia
4210217351,1,Zeitschrift für das Gesamtgebiet der wissenschaftlichen Entomologie
2736634903,1,International Journal of Surgery and Medicine
86124554,5,IEEE Latinamerica transactions
4210215089,2,Žurnal organičeskoj i farmacevtičeskoj himii
4210192361,3,Siberian electronic mathematical reports
2738581616,1,IJPEDS
4210168420,2,Nortesur
4210179443,1,Gesundheit auf einen Blick. OECD-Indikatoren
4210183144,3,ACM Special Interest Group on Mathematical Programming bulletin
4210237357,1,Behavioral neurology
4210171064,1,Proceedings
4210232422,2,"Strukturen, Folgen, Gegenwart kollektiver Gewalt ; Zeitschrift des Instituts für Diaspora- und Genozidforschung an der Ruhr-Universität Bochum"
4210228076,1,JUS-extra
4210224043,4,Ticetsociété
62905163,2,Advancing practice through research
194384443,1,Acta Hepatologica Japonica
4210189092,2,R & P
4220650812,1,Proceedings of the International Conference of International Council for Research and Innovation in Building and Construction W78
4210219639,1,AJAER
4210222420,20,Ouest-France (Éd. de Lamballe)
2754143784,1,Handbook of experimental pharmacology (Print)
4210167731,3,Journal of nursing and health care
4210205944,1,Journal with International Peer Reviewers
4210234840,1,JECMA
4210209336,2,Cell biology and cell metabolism
4210222938,1,IJOPCA
63240003,1,"Gravitation, astrophysics, cosmology"
2764886470,2,HC and C
71018124,1,Biophysics
4210233643,1,Business management research and applications
4210176886,1,Study on journalism and communication
4210174689,2,SOLGAN newsletter
2738406816,1,Revista electrónica Actualidades investigativas en educación
89564548,4,Bibliothek (Berlin. Print)
4210186579,2,Jurnal ilmiah farmasi
4210228673,2,Archives in neurology and neuroscience
4210195744,1,"Revista informativa de docencia, investigación y proyección social"
4210181975,2,Plattform Forschung Technologie Evaluierung (Print)
4210168765,2,JHHG
30572693,3,Eastern African studies
4210205969,1,Colloquium - Gesellschaft für Biologische Chemie
4210193701,1,Journal of nephrology
4210202391,1,Physical therapy and health promotion
4210238148,2,Vestnik of KIH RAS
2486125978,1,Revue - Oficina internacional de epizootias
4210214115,1,Jurnal pekerjaan sosial
101245202,1,Psychol Violence
202824945,4,Bailliere's clinical anaesthesiology
2764507252,2,Journal of the mechanical behaviour of materials (Internet)
4210208722,2,"World journal of accounting, finance and engineering."
4220651013,1,JBER
4210195838,1,"Bulletin of Udmurt University. Philosophy, psychology, pedagogy"
4210234362,2,World economic research
4210229649,1,IJNF
4210207057,1,QRU
2764977349,3,Euro heat & power
2764816500,1,EMJ
2764389133,1,International Journal of Laboratory Medicine
4210174544,1,Anuario de investigación del Centro de Documentación e Investigación de la Cultura de Izquierdas - CeDInCI
4210206155,1,Transactions of the Institute of Japanese Architects
2055470,2,Nematology (Köln)
4210220014,2,KSFM journal of fluid machinery
4210227872,1,Journal of the Korean battery society
4210202874,1,ASER
94083415,1,JBF
4210225104,1,"Technology computer aided design TCAD, journal of"
2764555381,2,Journal of nuclear medicine and radiation therapy
4210224431,3,EPMR
4210208129,2,Vestnik Moskovskogo gosudarstvennogo tehničeskogo universiteta imeni N.È. Baumana. Seriâ Estestvennye nauki
4210224832,1,AJIM
4220651056,1,JCM
4210170663,3,CUMR
4210195530,4,Annual report - IMF Committee on Balance of Payments Statistics
4210215604,1,IMC
4210202866,1,APRL
4210217567,1,JTIKA
4210174906,2,The Journal of Medical Laboratory
116496814,2,JVS (Online)
4210235623,3,Ăzyk I kul'tura
4210173273,1,PMM
2764762630,1,Acute toxicity data
2765022498,1,Canada's journal on refugees
4210216762,1,JSE
164611413,1,Anesth. prog
4210234608,6,KI (Berlin. Print)
42084661,1,Computational methods
4210211917,2,Optics InfoBase
4210212182,1,Acta Universitatis Nicolai Copernici.
4210210243,3,Electrophoresis letters
2755134353,1,Hungarian journal of surgery
4210183445,1,Deutsche Nachwuchsgesellschft für Politik- und Sozialwissenschaft working paper
3205679767,1,RMS: Research in maths & statistics
4210169022,2,Journal of qualitative inquiry
4210186429,1,Publications for the Advancement of Theory and History in Psychology series
4210182277,1,Huarte de San Juan
4210217413,1,Vestnik KBIGI RAN
4210206881,2,Vestnik Nacionalʹnoj akademii gosudarstvennogo upravleniâ pri Prezidente Ukrainy
2755237382,1,Chinese acupuncture & moxibustion
4210174822,2,Manajemen Ide dan Inspirasi
4210184313,1,Krestonosec
4210187433,2,Rapport
68503223,1,Process metallurgy and materials processing science
4210168609,3,Friedens-Warte (Berlin. Print)
4210224020,1,Fisheries (Moskva)
4210190268,2,Jurnal Teknologi Informasi dan Komunikasi
4210174740,1,Journal of communication and computer security
25916815,1,"Curator, the museum journal"
4210170604,1,Islam nusantara
4210180354,1,JHSMS
4210188112,1,Izvestiya VUZ.
4210204294,2,Nihon Kansei Kogakkai Ronbunshi
4210213283,1,Journal ofmanagement and business
4210200987,1,IJPP
4210175645,2,Folia Japonica pharmacologica
4210237791,1,TT
4210226508,1,Revue de médecine préventive
33562827,1,"Intelligent systems & their applications, IEEE"
4210216657,1,Jurnal ilmiah sains dan teknologi industri
4210189368,1,Shigen sozai gakkaishi
165728328,1,CNME
4210191247,1,IJERT
4210184692,3,Journal of the linguistic society of Korea
4210234398,1,Nashriyyah-i taḥqīqāt-i kārburdī-i ̒ulūm-i jughrāfiyāyī
3961818,1,General pharmacology: The vascular system
4210218487,3,Scholarly notes of Transbaikal State University. Series Biological sciences
4210194165,1,Jurnal Kesehatan Masyarakat
12279879,1,"WLT, world literature today"
70010600,2,"Information, communication and society"
4210192387,1,"Collection ""Info & com"""
4210230280,3,Collection of scientific publications NUS
4210221286,2,LOJMS
4210169549,1,Journal of the Japanese Institute of Landscape Architecture
4210221792,1,Mirai Nihon Kenkyū Kiyō
4210206995,1,The journal of humanities
4210231184,2,Rev. europ. élém. finis
4210213879,1,Proceedings of the Circle of Television Engineers
4210217252,1,Design research
4210229153,1,Information technology (München. Print)
108448409,5,TAMD
4210225572,1,Journal of multi-cultural contents studies
1029743862,1,SOE
133763392,2,"Voprosy atomnoj nauki i tehniki. Seriâ, Fizika plazmy"
4210172040,2,"Jurnal Sejarah, Kebudayaan dan Kependidikan"
4210184068,2,Biofizičeskij vestnik
4210194373,1,ALO
4210197063,1,Journal of Sports Science and Physical Education
4210195735,1,RDA
2478001734,2,IJESQ5
198786835,1,JCS
4210187357,1,Jurnal Ilmiah Ilmu pengetahuan Alam
184125801,3,"Nihon kankyo kansen gakkai sokai puroguramu, shorokushu"
4210240615,1,Jurnal Penelitian Ilmu Peternakan
4210210253,1,PQS
153476765,1,ABB
4210216095,1,"Chaos, solitons and fractals. X"
131387491,6,WOCN
2764923145,1,Chinese Journal of Information on Traditional Chinese Medicine
4210182139,1,JITP
4210205546,1,DIJMS
