concept_id,language_code,concept_international_name
2777871205,zh,分手
16328936,en-gb,counselling psychologists
2778171436,lt,Mantra
2992272224,en,packaging and labeling
161176658,kk,Пестицидтер
68463220,et,Osarõhk
2909686289,ja,前十字靭帯損傷
94922259,id,bahasa buatan
56626739,sv,Real Time Control Protocol
145782189,cs,Deaminace
26979961,pt,produto triplo
2777938546,ee,ame
104060986,zh-tw,太空探索
186453547,sc,neutrinu
2910105242,su,Tuberkulosis
2910347904,fr,maladie cérébro-vasculaire
2984450481,ms,Peranti perubatan
110739175,sco,mosaic
2779329155,hu,Deltaizom
2780875844,ca,miocarditis
2909031412,xh,Inkuku
2781098421,zh,风险社会
3019448157,zh-hans,流产
2779841212,hr,Jörg
2992050699,he,גלידה
2780244198,de,Hausmaus
2909810673,fr,pharmacopée chinoise
187633118,es,Orden de mérito
2776832483,ar,اختيار جنس المولود
57992300,sr,Potentnost
2778083465,et,Sularaha
2781350384,cs,Listeria monocytogenes
2780829489,ro,Cianocobalamină
2987691683,sq,Kampionimi (përpunimi i sinjalit)
2992023379,sah,Кытайга култуура өрөбөлүүссүйэтэ
512170562,fi,viihde
112592230,ru,Гетерозис
2779465136,tr,Nostoc
205330730,de,Logistische Gleichung
99087107,uk,теорема Баєса
143098186,la,Hereditas (biologia)
173801870,lt,Euristika
165051773,he,מד מתח
2776858399,sv,extrakorporeal membranoxygenering
2779963572,en,tretinoin
102366305,de,Parameterfreie Statistik
195975749,zh,模糊控制
2780205128,vo,Ciona
2777072064,fr,côte cervicale
2777626579,vi,Lớp San hô
2992947560,hr,pravda
539450922,si,සෞරග්‍රහ මණ්ඩලය
2781458696,de,Spiegelungsgruppe
2910055489,la,Liquor cerebrospinalis
2993308298,gd,Transition layer
2777368869,zh-hans,淡水螺类
55504214,fa,اخترشناسی پرتو ایکس
145760622,vi,Chi phí khả biến
4250,zh-cn,符号函数
2779171591,nl,Dermacentor
3018824666,sh,N-terminus
2777809726,cs,pišťuchovití
19235068,zh-cn,孟加拉语
2778497218,fr,Mycobacterium bovis
100533687,af,Metronoom
11026015,en,computer cooling
2777424817,uk,необхідні ліки
2778920651,pl,Pirosiarczyn sodu
174412524,th,อันตรกิริยาชีวภาพ
2779356809,tt,PTPN22
2777462456,zh,低氯血症
2994443828,pt,sistema imunitário
141354745,ca,Voladís
16670881,lt,Neotektonika
2777344214,es,Microclina
2984853995,es,conjunto independiente
18168003,pnb,دھاتی آمیزےآں دا پگھلنا
2778126366,kk,Жұмыссыздық
164705383,da,kardiologi
3017587882,ne,प्रोस्टेट
2777512611,li,Carabidae
2991666437,ps,پاڼه
2779580267,ar,ليزر الحالة الصلبة
33947955,pl,Wireless Distribution System
2775982285,ro,chirurgie toracică
2909981330,hy,գրամ դրական բակտերիա
2777529286,pt,ácido hialurónico
2993624238,tr,araştırma yöntemleri
2779728849,sl,ledvični kamen
2780789378,ky,Расмий тил
2992675681,nl,Straatcanyon
2777291061,en,NOD1
2910722709,zh-hans,纤毛
108094655,kk-cn,مالىمەتتەردى سۇرىپتاۋ
67649825,te,సూక్ష్మదర్శిని
90509273,sr,робот
2777297030,ga,fabraic fhite
2779534595,he,המודל החברתי
170856484,en,internal audit
8364947,scn,isulatu
2776073210,sl,Alantoin
16678853,nds,Siedlung
203718221,pdt,Sund
25747580,de,Aldehyd-Dehydrogenasen
2988746165,zh-hans,同行评审
2780724051,zh-hans,纤维瘤
149775602,eu,Realpolitik
3018412434,de,Computerspiel
2777874648,el,Κρυόλιθος
506757014,de,Juristische Zitierung
3018711027,pt,azoospermia
2779271837,fa,ایزو فتالیک اسید
2775971261,es,giro lingual
2781156865,fi,Leesio
542948173,bxr,коммунизм
2781462389,sk,referendum
2910314168,pt-br,Metabolismo
2779434656,zh,洛莫司汀
2776292868,zh-hans,黄酮类
552089266,ar,جهر
3019222255,io,Trafiko
2911146268,id,Amina
2779345167,sl,Aerosol
2910578268,zh-hk,超導磁鐵
117521176,ru,Энтропия Тсаллиса
58693492,bn,স্নায়ুচিত্রণ
2909411463,sv,Parodontologi
193798670,tk,Gadymy Gresiýa
2994326100,ko-kp,조선말
182406803,uz,CMMI
2776426517,eu,glosektomia
204223013,hu,litográfia
2780254785,en,Trichosanthes
2780400767,bg,Тринатриев цитрат
44575665,lbe,Лялу
54589662,uz,Vyetnam urushi
2777945561,et,Pajulised
2910789973,ca,cariotip
535291247,yue,亞馬遜雨林
533869091,ht,Serebwòm
123326733,ja,オープンアーキテクチャ
2781423770,te,కవసాకి వ్యాధి
2096984,en,Cyclic code
81060104,zh-my,电子元件
29001434,ml,ത്രികോണമിതി
2776567310,nan,Ò-chiu Eng-gí
142362112,zu,Ubuciko
2994337912,ne,होमियोप्याथी
2909760446,sgs,lītėškā plėntontės lėgas
50682988,es,Rift
161904146,pt,Síntese de Williamson
2777560498,yue,哲學分析
15744967,gsw,Psychologie
197462201,ar,مستقبل سطح الخلية
113160883,ja,公民道徳
54207081,rgn,∇
2780090376,fa,خود شی‌انگاری
3019646584,en,molecular marker
193557335,es,acilación
2779467367,nn,Primideal
149207113,fi,vesijalanjälki
2779835073,ks,قُمیُٛر
2779083617,uk,Сенсорна депривація
153396756,de,körperliche Kraft
110246401,sd,ڪل قومي آمدني
2780514539,ta,கணக்கீட்டு ஆய்வு
2778576838,ru,Анаэробная инфекция
2776738285,fi,perinnöllisyyslääkäri
2778576838,uz,Anaerob infeksiya
2779046327,sq,Paulownia
109747225,es,escasez
2777060099,koi,Бульбофиллум
186491999,en,standard molar entropy
2776910463,lt,Svaigusis pipiras
30380174,da,Gyre
2992852123,cy,Karl Popper
2991793726,sv,kolit
2993812969,zh,平衡点
110340908,mk,Паулиево начело
182964748,nn,trekantulikskapen
56777670,fr,post-keynésianisme
2781044889,da,Mikrobiel kredsløb
45384764,id,Elisitasi kebutuhan
2780929884,eu,Ikusteko desgaitasun
124989549,ar,فرط الشحنة
50693072,bn,পরম ঔজ্জ্বল্য
2777889317,id,Pencelupan alami
2779528694,sh,Ciklosporin
2778200843,srn,COX1
36091686,es,fisión nuclear
2909892341,pt,fitosterol
157659113,fr,WordNet
2992598832,sr-ec,згрушавање крви
2777257755,fr,volume courant
2983793180,zh,混沌理论
164380108,it,Attrattore
100836998,ro,cariopsă
2910820772,ml,പീരിയോഡിക് ഫങ്‌ഷൻ
33402499,la,Theoria M
2992201701,zh-hans,干洗
2910418148,uk,Аміноацил-тРНК-синтетаза
2779727114,en,psychosis
3020663325,de,Jeremy Bentham
165895018,es,alcantarillado
191548132,it,istogenesi
2781212518,eu,Ascomycota
2776621788,an,Chamaecyparis
3018239782,pms,Disch antërvertebral
2777132934,ar,التدريب والتطوير
2778161354,da,Perklorsyre
3020497150,ar,اختبار الرقعة
3019322551,en,bean
2780302934,de,FUCA1
158592959,ru,Смешанное обучение
2908589492,zh,呼吸衰竭
2777462480,cs,episkleritida
180611318,ru,ретрансляция
2776035513,he,סרטן העצמות
2776788722,uk,Циклоізомеризація
180512476,vi,Sự suy giảm điểm đóng băng
95390329,en,magnetostatics
2778442404,ja,異種移植
91713390,es,morfofonología
2776805190,fr,dénervation
71946232,fr,Alleröd
111335760,zh-hant,螢光素酶
53940066,nb,Anterior teeth
3018950346,pt,deficiência
2777112847,es,Prunus armeniaca
2776321517,nl,kunstzijde
2780457584,fi,Phoca
542530943,sk,multikulturalizmus
2781053147,tt,Склерит
3019581552,mk,азотен оксид
2910302809,ur,خرد حیاتیات
2776214188,bg,разсъждение
3018485028,uz,Buyraktosh kasalligi
559843788,pt,grupo infinito
2779824472,de,Küchenkraut
2993886244,af,plankton
2778121359,eo,leksiko
3020510925,sv,Tel Aviv
2781112554,nn,hydrogenkarbonat
2780110267,zh,三陰性乳癌
149288129,sr-ec,фазна трансформација
107806365,pt,aprendiz
67571701,mn,аж ахуйн нэгжийн програм хангамж
518677369,da,sociale medier
2776154250,uk,моногерман
2909092058,hr,Leukociti
180048950,ro,Accelerator liniar
24129628,gsw,Complex space
74992021,zh-hans,参考系
141790741,de,DPSS
2909807293,pt,Nitroso
2908545147,fr,prothésiste dentaire
136686920,it,formazione reticolare
2994405062,gl,Muro de Berlín
59244509,en,Titration curve
86287605,sv,Legendres ekvation
2779470629,ja,肩甲難産
2779998952,et,Käitumisteraapia
2993162744,nl,neoplasie
2780630273,nb,Oksygenbehandling
78045399,az,diferensial tənliklər
81698637,mn,Шашны философи
200459643,zh-sg,超级地球
2777026668,cs,fritování
2778673556,th,มอสเฟต
2778279030,fr,naissance vivante
2776786559,af,Patriotisme
2993408106,azb,پاناما کانالی
2908594466,ca,queixal
88743934,ar,هيكل هيدروليكي
2778145024,hu,kirúgás
2779231234,th,เอ็นเยื่อระหว่างกระดูก
2775906418,en-gb,Precarious work
2776194525,ru,Глиобластома
2777477413,mg,Rajako
2779946292,be,Рыбін тлушч
184150571,de,SGK1
2909684724,nl,relatietherapie
175762713,ml,അനുരഞ്ജനം
2776319443,ro,Cotinină
2779444607,zh-tw,磁帶錄音機
2777617518,or,ଯୋନୀପଥ ପ୍ରଦାହ
2777364373,bn,স্থাপত্য শৈলী
110269972,war,Lingawan
3019896124,gcr,Antroupriz
2778184401,pa,ਕਲੀਸ਼ੇ
56529433,kk-arab,رادىياتسىييالىق باقىلاۋ ٴادىسى
2776665811,it,contrattazione collettiva
165297611,ia,morphema
2776700875,bn,শনপাট
2993375840,be,Полаг лесу
2779994606,nn,klonus
2779254993,kl,Cicadomorpha
2908694543,ja,ジャイアントパンダ
207920362,sv,Härdat glas
2992293419,xmf,ადამ სმითი
120221134,vi,Hải lưu Gulf Stream
2910672364,ru,митральный клапан
2984730371,tl,Teoriya ng kontrol
516783827,sv,Johannes Chrysostomos
501832835,hak,Thai-yîn Ti-koet
173990801,uk,Субстратне фосфорилювання
2780574406,sr,Aprepitant
2779683167,fi,Corynespora cassiicola
88862950,qu,Parquy
2775896084,ru,гидроксидная соль
2781178838,an,Phragmites
2993716885,ast,urbanización
2776306103,nl,Niclosamide
11066294,pt,Regras de negócio
2776154862,pt,doença de Paget do osso
98088147,eu,Balio-titulu
2780898380,tl,Tulo ng utong
2985464141,jv,Pingpong
2908861384,nn,pulmonologi
6582778,ru,Североатлантические глубинные воды
2776440620,uk,Граб звичайний
155194400,zh-hans,自旋霍尔效应
2776615708,es,Crecimiento inclusivo
2992882054,zh-hans,直邮广告
3020527817,af,Mouse variety
2779978075,sv,dialys
2777647642,bg,трихограми
84999194,bs,svemir
2780297037,bn,পশ্চাৎ পিটুইটারি
121578661,br,Trede Reich
2777435628,cs,cinnamaldehyd
2780971011,nl,Syndroom van Alagille
2780362631,he,המאוים
2779460620,se,immateriála kulturárbi
104247647,en,graphic design
125501631,eo,biologia membrano
2992560755,bar,Wuazn
3623737,fr,Thiorédoxine
4963665,sv,RGS2
2911090574,hi,चयापचय की अंतर्जात त्रुटि
36429004,pt,quintessência cosmológica
2775939778,cs,sasanka
150072547,pl,Memrystor
199185054,pl,łańcuch
2779207651,ast,Phalaenopsis
2776026020,fi,Orionin sumu
2908879798,en,bronchospasm
2780487640,pt,Faloplastia
2993718618,ms,Statistik jenayah
44139724,pt-br,geometria finita
118759142,jv,Logika diode–transistor
2910508445,nb,urinveiskreft
147120987,nn,elektron
2986115478,zh-hans,相关
2780912031,ja,メチオニン
539828613,vls,Oopnboar vervoer
44761211,nb,Destiny
2780771206,ko,세이프가드
140501009,ca,LDO
12820456,de,Mikrofaser
2780980743,bn,ভাসমান বিনিময় হার
2781223538,sh,Kolateralna cirkulacija
134459356,fr,Ubiquitine ligase
2780567198,fr,Phylloxera
155832589,sco,zodiacal licht
2779707326,gsw,Leptinotarsa decemlineata
2778230131,fi,Kerataanisulfaatti
2776449523,da,RNA-polymerase
54134168,nn,endemorene
138171918,ur,ڈیزل
2987714656,fr,Informatique affective
2993769243,da,International organisation
2780882242,en,literal
156731835,pt,vazamento de memória
96525457,vi,CXCL1
18574340,vi,Tâm lý học môi trường
2984431290,mhr,Блок-схеме
45632049,zh-hk,硅穿孔
106432739,st,Thuto
2777749871,sl,Reprodukcijske pravice
2780314925,bg,Бронхи
2778227246,ja,神経膠腫
2779521156,bs,Fosforasta kiselina
2991795897,pt-br,Qualification
2909408332,sr,никотинамид
3018456013,zh-hant,排便
170692843,fr,profession juridique
82988395,be,судовая медыцына
152484397,zh-hant,閃爍融合閾限概念
156571341,he,סייבר-פסיכולוגיה
2909759153,tt,Хламидиоз
2992420281,zh,变速器
2992726227,sr,пиринач
2776082207,tr,Levreksiler
1862650,fa,فیزیوتراپی
33474566,hy,աղետների տեսություն
2776816377,tt,PROCR
138569888,oc,Panoptic
2781160516,es,Nelfinavir
90342290,ja,アラキドン酸-5-リポキシゲナーゼ
2781054698,ceb,Smallanthus sonchifolius
2780121717,de,Plagiozephalie
2777853560,de,"Phosphatidylinositol-4,5-bisphosphat"
67451388,uk,Наближення формочки для випікання мафінів
521023471,fi,verkostomarkkinointi
42016506,fa,لوله مغزی سیار
111021475,nl,protestantisme
540431452,hy,Ֆինանսական տեխնոլգիա
2778286254,fr,muscle multifide
508421377,ca,lingüística clínica
194828623,hr,Hitna medicina
2780203653,ar,نظرية المعالجة المزدوجة (علم النفس الأخلاقي)
151201525,hr,Limes
128990827,zh-hans,决定系数
2778447678,fi,laitos
2993291352,kn,ಥೈರಾಯ್ಡ್ ಗ್ರಂಥಿಗಳು
2781031896,fi,Syväveto
51872919,vi,Claudin
2910731194,fr,maladie de Creutzfeldt-Jakob
2777964233,es,Síndrome neuroléptico maligno
2776704645,fo,Humla
161369605,so,garaam
2780226923,en,movement
2988237154,zh-hans,棕榈油
93285893,ky,неологизм
2985681428,wuu,机械工程
2776110065,la,Rhodnius prolixus
2910742204,eu,Turner sindrome
2776268066,hy,Սֆալերիտ
2909592991,zh-hant,有絲分裂抑制劑
26702167,he,קולטן מטבוטרופי
447327,ar,المريض رقم صفر
3017506456,id,Tulang lengan atas
3018567284,mai,सिएरा लियोन
2910992960,ja,減数分裂
2910003425,scn,ictus
2910704350,th,ลำไส้เล็กอักเสบจากเชื้อโรตาไวรัส
148647251,ko,양자군
173758957,bg,Ларва
2781209748,cy,topotecan
2780888338,ar,نباتات حزازية
98912367,ru,Симметричная моноидальная категория
2778255925,en,Erysipelothrix rhusiopathiae
2778897663,la,Phoxinus
2781432083,fi,Efavirentsi
2780306569,zh-hant,槲寄生
2778518025,fi,Stakyoosi
2779513239,id,Abrasi kornea
153396756,ja,体力
42475967,fa,تحقیق در عملیات
125873045,ms,Hipernova
517642484,ro,Analiza informațiilor
18547055,nl,Internationale economie
2910271056,af,Ysbeer
3019795388,sr,Рестеноза
2910203904,da,laparoskopi
2776169692,de,Knochenerkrankung
194989596,da,Logisk operator
2778589982,tr,Barrett özofagusu
88532467,zh-tw,G
521449643,zh-my,民族主義
126645576,zh-tw,流域
2777711708,es,tribunal de menores
29450929,mo,Motor hidraulic
2777718674,fr,Angiolipome
21265024,ar,نموذج عياري فائق التناظر الأصغر
2910344980,din,Ebuɔla
3288061,th,เอนทาลปี
2776544517,kk-cn,تاۋەكەل مەنەدجمەنتى
2780980743,bs,Plivajući devizni kurs
2776966407,rue,Лизоцим
2781350838,krl,Rothschild
141321718,ro,Arheozoologie
21931767,bn,ইউক্রেনীয় ভাষা
2781232936,es,Borrelia afzelli
161067153,ca,meteorit Murchison
3017962763,en,enzyme inhibitor
2780305828,eu,Bifidobacterium
2991741723,en,capital
2780931799,de,Tokolytikum
200457457,id,Ventilasi
2778417548,nn,fluvastatin
530569494,ca,agnòsia
2780260343,zh,資本主義生產方式 (馬克思主義理論)
2780319597,pt,impulsividade
3634175,zh-hk,盧卡斯數
201867031,ht,Maj kontinantal
170695238,tg,GPSS
2776829284,ca,Estabilitat de Liapunov
3019978661,id,Flora usus
85630698,ca,regió determinant de la complementarietat
2777831296,mhr,башне
2777168331,gl,Dharma
2780499131,ru,нитрат кальция
202783661,gl,Mesozoico
176445938,ca,economia ecològica
2776236347,io,Lentinula
181543814,sh,Relacije neodređenosti
2991800021,ur,سلامتی کونسل
133830359,am,የውሃ ኡደት
154236941,hi,भौतिक प्रकाशिकी
2775946201,eo,Disgrafio
2908634079,zh,關節病變
85064482,eo,Mezopotamio
2778849439,sh,Keksin
2987210228,en,central business district
112889943,pl,Stosunek Bowena
2775846686,zh,狀態監測
92324200,zh-tw,胚珠
205869785,eo,Teoremo de Poynting
85617194,cs,Optimalizace hejnem částic
131751744,zh-hk,互利共生
2776703092,sr-el,Hiponatremija
8408860,pt,Coagulase
2989071153,vi,Ô nhiễm nước ngầm
2776641081,uk,Холецистектомія
2779761222,pa,ਥਾਈਰੋਇਡ ਕੈਂਸਰ
2908998935,bs,Halucinacija
2908762713,es,basalioma
13530604,is,Bræðslumark
144501496,en-gb,Genome editing
2779852509,nl,lithium atoom
140530291,cs,Dorsum
113364986,zh-hans,个性化营销
176055353,ckb,ڕاکشاندن
126645576,an,Naxedero
2779103583,tg,Анкилостомидозҳо
2780886150,wa,Udinme
2776273225,ja,チャバネゴキブリ
2780114586,az,Hüceyrə nüvəsi
2994403803,gl,tinta chinesa
116544749,en,imago
2910568048,tg,Безурётӣ
159237981,nl,emotionele besmetting
120863210,ar,كتلة الجسم دون الدهون
2781053203,de,Immunomagnetische Separation
547234621,vi,californi
26324664,de,Message Queuing
92137452,de,CYP3A5
2987946170,he,יחסים חברתיים
2779450455,en,Arteriotomy
2776230335,eo,adipata acido
112149622,fi,biotooppi
2775926713,he,עלוקה רפואית
111163200,pl,Równanie kinetyczne reakcji chemicznej
2779853653,be,ромбавыя
133082901,af,Elektroniese oorlogvoering
24961977,pt,molécula bicíclica
2988439775,he,שבר
22674136,kk-kz,Сауда балансы
2991958373,eo,fekundeco
2986314615,yue,柏里圖最適
90992651,de,Credit Default Swap Index
16920402,bg,Социални дейности
177322064,zh-hk,放射化學
2776768645,arz,جمبرى
127716648,hu,fenotípus
15490471,zh-cn,痛觉
194051981,de,Nachfrageüberhang
2781145515,vi,Achillea millefolium
2914606,id,Helium-3
2775897365,pt,trietanolamina
137418554,ko,상온 핵융합
189977493,fi,kuorittu maito
40018170,ja,潮力発電
2992308199,zh-hans,哈密顿力学
2777963300,an,Ovis
2986255434,is,John Dewey
2779242764,awa,गुरुवार
2776433176,vi,Bệnh lý nhiệt
2910343542,zh-hant,網頁服務器目錄索引
2991788032,bxr,Хүшэлтүрэгшэ
3019520520,kw,Cita Mexico
3019456619,da,dom
2909832856,it,Anossia cerebrale
2777423364,es,Papaver somniferum
3018685816,sr-ec,једење
175760724,hu,vetésforgó
2780922921,mk,Парафразирање
2777500614,zh-hant,固網電信
3017724717,be,хуткая медыцынская дапамога
125257309,hr,Najveća zajednička mjera
555293320,uz,Qandli diabet
4478048,nb,Testdrevet utvikling
2776694085,smn,kemoterapia
2781399669,fi,Simplexvirus
89566754,gl,Proxectos xenoma
171560490,cs,Konvergentní myšlení
166548495,fi,riistanhoito
2993697646,en,gas chromatography
2984821285,sl,Wave mechanics
2992663684,ar,معادلة تفاضلية
2776704044,zh-cn,豆香素抗凝血剂
2779665717,ja,ジチゾン
2780966972,el,πονοκέφαλος
2775994111,ar,التقنين
71723506,ml,എച്ച്ഡിഎസി2
2779600091,yue,鳴禽
2994071601,sr-el,industrija šećera
2776685566,sh,Kalijum silikat
3020196126,li,Óntstaeking
2780700455,ja,パワーゲーティング
93996380,it,server
44507003,fi,ansassilta
2777100477,scn,Sclera
2779524503,atj,amiskw
2910742393,kk-arab,تالىقسۋ
2989409935,bo,སོ་ནམ།
3018674859,mk,Загадување на водата
2779705975,fi,digitaalikamera
2992605866,is,Andleg heilsa
148325268,ar,مقياس الجرعة الحراري الضوئي
2780499737,en,Collective motion
2910131856,ckb,کوتاو
186780021,bs,Orijent
3017524520,zh-hant,譜線
2778914303,es,Eriocheir
2777921878,azb,دیومتیل‌استامید
150759737,cs,OLED
93157843,cs,Fareyova posloupnost
19843653,sv,modellorganism
2778220968,de,Arachinsäure
2780795282,pt,Marketing de serviços
2780208632,kk,Ерін
107538193,hu,Melanin
513720949,sv,kolnanorör
137627325,id,Etiologi
108335385,de,KRT6A
2777744392,se,cinná
2987494969,ga,Gluaisteán leictreach
2776747608,he,כרוב
2987496018,trv,Kari Igiris
2780620123,yi,שיינקייט
2992586968,vi,tổ chức phi lợi nhuận
3020315061,war,Likido
45613198,mk,оптички филтер
175933922,zh-hans,人造皮肤
118807382,en,closed-loop pole
2779234561,sr,трудноћа
2778963718,cy,Peiriant tanio mewnol
2779286987,pap,tilapia
2909094123,sv,bronkiolit
2910533495,pt-br,esfigmomanômetro
2780321876,zh,超大陸
2777967091,kk-arab,قالىڭدىق
68498078,lv,Gravitācijas lēca
2780878380,ja,トレンデレンブルグ位
3020434087,ca,infecció oportunista
2778386651,la,Brevibacterium
3018419874,lv,veselības zinātne
2994445075,bo,ཐུམ་འབུའི་ནད་
101666144,ru,CCL2
2989555556,hy,գերհաղորդականություն
2777827897,en,Farnesyltransferase inhibitor
2779636034,pms,Acrocephalus
2777799968,ms,Talasemia
2776706248,vi,Tryptophan
184892835,kk,Бөгеуіл
38899143,ru,Электрокалорический эффект
2780344330,es,gangrena de Fournier
2910990281,es,Sulfato de bario
9357733,fr,données manquantes
2777606521,af,Soteriologie
114799590,da,idéhistorie
21931767,sv,ukrainska
51141536,eo,nanosekundo
2776479637,de-ch,Riechstoff
2777983457,eo,Okcidenta cugo
2987930846,sn,chizinganhare
189848572,sk,Peňažná sústava
2910873529,ku,Rûviya badayî
146763847,pl,Nanofiltracja
2776723260,gl,Enfermidade de Gaucher
130497676,lv,industriālā psiholoģija
2777336873,de-ch,Hechtdorsch
3017560084,cv,Ҫул
2778845426,sh,Lipa
165793278,ru,Критерий знаков
2993880109,sr,Skrining malignih bolesti u Republici Srbiji
2993951753,id,membaca
185263204,zh,电生理学
66264921,pt,engenharia de minas
2984730371,nl,meet- en regeltechniek
138885662,mai,दर्शन
136389625,nl,Supervised learning
2777760186,nb,rullestein
2778311950,az,Burun
71405471,ja,品質管理
152812720,en,buckypaper
131793682,ja,モチリン
178650486,zh,正方形鑲嵌
2778562268,ur,کاسٹک سوڈا
2779455604,fa,ضریب تأثیرگذاری
2781087836,uk,ливарня
2780570456,be-tarask,Марадэрства
43100952,zh-cn,组织细胞
3018755981,en,stroke
3020018676,bs,Hromatografija
151730666,nov,paleontologia
2908691089,kk-kz,Сатурнизм
177658893,zh-hans,12号染色体
503872463,sr-el,Obrazovanje na daljinu
2780433948,ca,Bacopa monnieri
204462481,cs,buněčný kortex
2992278830,lt,adaptacija
2988867146,bn,রোগ
2777718900,ko,SOCKS
2992208609,hi,तंत्रिका अपविकास
81150689,ro,teorema fundamentală a calculului integral
2781012200,vi,Động mạch nền
2777785015,zh,腸切除
180870510,fr,Plutonisme
144494922,he,יחס נראות
2779773560,fa,عصب آرواره‌ای پایینی
3020179232,cy,coluddyn mawr
2777199996,eo,politika movado
158617107,gl,Retículo endoplasmático
206332053,he,קיבת השרירים
2776095024,li,Taolverandering
2780542891,azb,تامسولوسین
161019410,sv,Glykosyltransferas
2992988558,sv,Allmänintresse
2989126829,vi,Hệ thống điện
121608353,pnb,سرطان
2780544925,ar,صوت محيطي
2908803906,fr,vésicule extracellulaire
2779797317,uk,Вантуз
552438157,uk,Велика депресія
3020705882,tr,Ülkelere göre intihar oranları
50954386,pl,Stronicowanie pamięci
3020296196,sr-el,Oksidativni stres
2776034591,el,τροχαία
2985612853,so,Hogatus
2994410016,sr-ec,слободно време
2777872185,hy,Անապլաստիկ խոշոր բջջային լիմֆոմա
2776387844,zh-hans,二脂酰甘油
63428231,vep,Norvegijan kel'
2779729912,et,Linalool
3018963415,an,On-board
2984671231,it,febbre dengue
12582419,ca,contrapunt
2777321440,cs,food marketing
143409427,sh,Magnetna rezonantna tomografija
90805587,en,word
104434177,nn,kvantesamanfiltring
555826173,tl,demokrasya
2910222780,uk,трихомоноз
2988750069,en,automorphism group
2780893092,en-gb,Right to health
127313418,ja,地質学
2777767108,ru,позвонок
2776198575,lt,Pelno mokestis prie pajamų šaltinio
2992814287,ca,te verd
2777973936,ca,petita empresa
2777233412,ro,Bloc de ramură
2992895212,zh-hans,縫紉機
2982953526,hi,पेट्रोलियम उद्योग
2992191624,arc,ܓܪܡܐ
95306019,sh,2
155008239,fa,چرخش دیفرنسیال
2776775940,uk,параліч Белла
195616568,es,Epítopo
2778637750,fr,Testimonial
3018488765,fr,Cytologie pathologique
32220436,zh-cn,个体化治疗
139203340,eu,Monopsonio
201508349,th,แอดเฮียเรนส์จังก์ชัน
2909842389,kk-cn,بەرىي-بەرىي
36723533,fi,Trakyytti
3017811039,dag,Farigu
2779020855,it,linfoma di Hodgkin
2994368867,es,tracto gastrointestinal
2777359373,frr,Butelkürbisen
2779371347,eo,sofisto
2779812621,it,condotto uditivo esterno
2778299227,et,Pusa
2911222091,vi,Miconazole
67334161,es,Reactor de tanque agitado continuo
117467278,da,marinbiologi
2779421357,sr-ec,Церебрална парализа
2778886173,nan,Sù-thé
2779482186,zh-tw,棘球屬
96147967,kk-tr,Kömekşi bağdarlama
2776992364,fa,مگس‌های طاووسی
2779771584,hu,Maszlag
2991947430,gcr,Byoteknoloji
62277055,fi,Fenotyyppinen joustavuus
2993369777,bs,Uzlazna aorta
143873397,en,Penning trap
9343608,vi,Tập tính sinh học
137462672,ca,vents alisis
2778866548,th,วัคซีนนิวโมคอคคัสชนิดคอนจูเกต
186699998,sv,övergödning
32581055,af,Heliosentriese wentelbaan
2909088720,tr,Köpeksi maymunlar
24992206,et,liiklusmüra
2780918018,en,self-criticism
2778156585,eu,Errele
175783326,bn,মেন্ডেলীয় বংশগতি
135649769,pms,Particle density
187902132,uk,Відбивна туманність
2780535491,ro,Avermectină
2909647318,pt-br,cianoacrilatos
2779787301,pt,cultura de massa
2908541515,bs,Hlorfenamin
83009810,ka,საკანონმდებლო ხელისუფლება
206183056,fr,mécanique analytique
62715864,ro,metal alcalino-pământos
2779001537,ko,대상포진
2779774813,te,వృక్క సిర
550623735,tl,Hermaniyo
61783943,wuu,运道
2781018748,eu,Bronkozabaltzaile
2780070996,en,Trypan blue sodium
3017621354,nl,intraoculaire lens
2780700233,en,triethylenetetramine
2777736040,fr,ostéite fibrokystique
2993420144,ksh,Stickstoff
12582419,sl,kontrapunkt
2778266495,ur,وعظ
6045943,ga,ceall-líne
2910666243,sr,уринарна инконтиненција
2778428028,en,pyridoxamine
2776137161,sh,Gladiola
2994488168,sv,arbetslöshet
206736587,ar,التعليق المغناطيسي
2777896836,el,Λευκοκυτταρική εστεράση
10784197,ja,非ユークリッド幾何学
2778681941,lzh,仵作
3019122810,fa,بیبی بومر
512968161,xal,Үстөр
2910675164,pl,LUTS
68537008,lv,Stereoredze
174106034,es,Mercado interbancario
192191005,ja,粒径
130498168,kk-cyrl,арифметикалық прогрессия
2776871301,uk,Затвор
2778893608,da,sec-butanol
2777269225,zh,菹草
2910632115,hi,बालरोग विज्ञान
27548731,zh,城牆工事
22156102,tr,Eğitimsel ölçme
3018654210,kk-tr,Jelikpe-depressïyalıq psïxoz
2909365576,nv,Mágí bitseeʼ noodǫ́zígíí
32236832,et,pudel
2993443204,ca,Pneumocystis jiroveci
2780728791,ko,트리메소프림
3019463535,pt,Stepping stone
2780068402,azb,نپال دیلی
3018252375,az,İmmun sistemi
98274493,xmf,ფარმაკოლოგია
164027704,pl,Cytokiny prozapalne
2778605688,zh-hans,出入境自由
92207270,ar,معيار المصفوفة
157880135,it,ATF3
2779055241,ro,Biosemnale
2780464318,hr,Tenziometar
67037518,en,media relations
2780230357,lbe,Аннона
186717277,zh,馬德隆常數
174802034,ja,銀河の形成と進化
2780184401,uz,Sulfidlar
31686786,uk,Другий звук
